State,County,Number of Hospitals,Percent private or nonprofit,number of acute care hospitals,avg acute care rating,median acute care rating
KS,RAWLINS,1,0,0,nan,nan
TN,MARSHALL,1,0,0,4.0,4.0
KS,LYON,1,0,0,3.0,3.0
MO,SAINTE GENEVIEVE,1,0,0,3.0,3.0
WV,BOONE,1,0,0,4.0,4.0
NC,MCDOWELL,1,100,1,5.0,5.0
AR,HOT SPRING,1,100,1,4.0,4.0
MT,VALLEY,1,100,0,4.0,4.0
AL,CHOCTAW,1,100,0,nan,nan
VA,FRANKLIN,1,100,1,4.0,4.0
NC,RANDOLPH,1,100,1,3.0,3.0
OR,BENTON,1,100,1,3.0,3.0
MN,KITTSON,1,100,0,nan,nan
FL,SUMTER,1,100,1,2.0,2.0
AL,CONECUH,1,0,1,3.0,3.0
LA,EAST CARROLL,1,0,1,3.0,3.0
GA,NEWTON,1,100,1,2.0,2.0
UT,KANE,1,0,0,nan,nan
KS,CHEYENNE,1,100,0,nan,nan
TX,HARRISON,1,100,1,4.0,4.0
IA,HARRISON,1,100,0,4.0,4.0
CO,PROWERS,1,0,0,3.0,3.0
NY,WAYNE,1,100,1,2.0,2.0
NC,JACKSON,1,0,1,3.0,3.0
TX,MITCHELL,1,0,0,3.0,3.0
TN,HENRY,1,0,1,4.0,4.0
OH,ADAMS,1,0,0,4.0,4.0
GA,RANDOLPH,1,0,0,nan,nan
NM,CURRY,1,0,1,2.0,2.0
SD,DAY,1,100,0,nan,nan
IA,DECATUR,1,0,0,nan,nan
GA,SUMTER,1,0,1,2.0,2.0
AL,PICKENS,1,0,1,3.0,3.0
IL,COLES,1,100,1,4.0,4.0
VA,STAFFORD,1,100,1,3.0,3.0
IN,BARTHOLOMEW,1,0,1,4.0,4.0
TX,GRIMES,1,100,0,nan,nan
SC,KERSHAW,1,0,1,4.0,4.0
KY,LIVINGSTON,1,100,0,4.0,4.0
MI,ISABELLA,1,100,1,3.0,3.0
VA,WYTHE,1,0,1,3.0,3.0
NE,SHERIDAN,1,0,0,nan,nan
IL,MORGAN,1,100,1,3.0,3.0
RI,NEWPORT,1,100,1,4.0,4.0
KS,MIAMI,1,0,1,4.0,4.0
GA,WAYNE,1,0,1,3.0,3.0
WI,RUSK,1,0,0,3.0,3.0
OK,JOHNSTON,1,0,0,3.0,3.0
IN,WHITE,1,100,0,3.0,3.0
OK,HUGHES,1,0,0,3.0,3.0
IN,JEFFERSON,1,100,1,4.0,4.0
CO,MONTROSE,1,100,1,4.0,4.0
IA,HUMBOLDT,1,0,0,nan,nan
MO,SCOTLAND,1,0,0,2.0,2.0
VA,SALEM,1,0,1,4.0,4.0
KY,PULASKI,1,0,1,2.0,2.0
TN,LAWRENCE,1,0,1,4.0,4.0
OK,PITTSBURG,1,0,1,2.0,2.0
IA,ADAIR,1,0,0,nan,nan
ND,PIERCE,1,0,0,nan,nan
VA,AUGUSTA,1,100,1,4.0,4.0
SC,LAURENS,1,100,1,2.0,2.0
NJ,SOMERSET,1,100,1,3.0,3.0
MN,WINONA,1,100,1,4.0,4.0
KY,MORGAN,1,100,0,nan,nan
IL,MASON,1,0,0,4.0,4.0
AR,HEMPSTEAD,1,0,1,3.0,3.0
MI,CHARLEVOIX,1,0,0,4.0,4.0
LA,CAMERON,1,0,1,nan,nan
MT,BEAVERHEAD,1,0,0,4.0,4.0
IL,STEPHENSON,1,100,1,3.0,3.0
VA,BEDFORD,1,100,1,4.0,4.0
MO,RAY,1,0,0,3.0,3.0
NE,MADISON,1,100,1,3.0,3.0
MO,COOPER,1,0,1,3.0,3.0
KS,HARVEY,1,100,1,4.0,4.0
NY,WYOMING,1,0,1,2.0,2.0
NM,RIO ARRIBA,1,100,1,4.0,4.0
KY,MONTGOMERY,1,100,1,3.0,3.0
WI,ADAMS,1,100,0,3.0,3.0
OK,MCCLAIN,1,0,1,4.0,4.0
LA,JEFFERSON DAVIS,1,100,1,3.0,3.0
TN,GIBSON,1,0,1,4.0,4.0
MS,WAYNE,1,0,1,3.0,3.0
OK,BEAVER,1,0,0,nan,nan
TX,WARD,1,0,0,3.0,3.0
KS,ANDERSON,1,100,0,nan,nan
SD,MARSHALL,1,0,0,nan,nan
KS,JEWELL,1,0,0,nan,nan
IN,RIPLEY,1,100,0,4.0,4.0
CO,BACA,1,0,0,nan,nan
TN,CARTER,1,100,1,3.0,3.0
VT,ORANGE,1,100,0,3.0,3.0
KS,CLOUD,1,100,0,nan,nan
NM,SANDOVAL,1,100,1,3.0,3.0
MS,LEAKE,1,100,0,3.0,3.0
GA,PAULDING,1,0,1,4.0,4.0
OH,CHAMPAIGN,1,100,0,3.0,3.0
PA,UNION,1,0,1,4.0,4.0
WY,FREMONT,1,0,1,2.0,2.0
IA,MITCHELL,1,0,0,3.0,3.0
IA,POWESHIEK,1,100,1,3.0,3.0
MN,TRAVERSE,1,100,0,nan,nan
MS,GEORGE,1,0,1,4.0,4.0
AL,CHILTON,1,0,1,nan,nan
GA,WILKES,1,0,0,3.0,3.0
IL,EDGAR,1,0,0,4.0,4.0
OR,BAKER,1,0,0,4.0,4.0
FL,HENDRY,1,0,0,3.0,3.0
OH,ROSS,1,100,1,4.0,4.0
KY,LAWRENCE,1,0,1,4.0,4.0
ND,BARNES,1,0,0,nan,nan
NE,RED WILLOW,1,0,0,4.0,4.0
KS,GREENWOOD,1,0,0,nan,nan
TN,SMITH,1,0,0,4.0,4.0
GA,PULASKI,1,100,1,3.0,3.0
PA,CENTRE,1,100,1,4.0,4.0
MN,WASECA,1,100,0,nan,nan
MO,GENTRY,1,100,0,3.0,3.0
WI,PRICE,1,100,0,5.0,5.0
MN,WILKIN,1,0,0,3.0,3.0
NY,CORTLAND,1,100,1,3.0,3.0
IA,FLOYD,1,0,0,4.0,4.0
MT,LEWIS AND CLARK,1,100,1,4.0,4.0
VT,ADDISON,1,100,0,4.0,4.0
MS,LEE,1,100,1,2.0,2.0
WI,CRAWFORD,1,100,0,4.0,4.0
NV,ELKO,1,100,1,3.0,3.0
OH,HOLMES,1,0,1,4.0,4.0
KS,PAWNEE,1,0,0,nan,nan
IL,MERCER,1,100,0,3.0,3.0
NM,LUNA,1,0,0,2.0,2.0
GA,SCREVEN,1,0,0,nan,nan
NE,HAMILTON,1,100,0,3.0,3.0
MI,WEXFORD,1,0,1,5.0,5.0
SC,OCONEE,1,100,1,3.0,3.0
SD,,1,0,1,nan,nan
GA,FANNIN,1,0,1,3.0,3.0
GA,GORDON,1,0,1,5.0,5.0
WI,JACKSON,1,100,0,4.0,4.0
KS,TREGO,1,0,0,nan,nan
VA,NORTON CITY,1,0,1,3.0,3.0
MS,ALCORN,1,0,1,2.0,2.0
KY,CARROLL,1,100,0,3.0,3.0
KY,BRECKINRIDGE,1,0,0,3.0,3.0
ME,KNOX,1,100,1,3.0,3.0
OH,PIKE,1,100,0,nan,nan
NJ,GLOUCESTER,1,100,1,2.0,2.0
NM,GRANT,1,0,1,4.0,4.0
KS,SEWARD,1,0,1,4.0,4.0
PA,BEAVER,1,100,1,3.0,3.0
IN,KNOX,1,0,1,4.0,4.0
NJ,CUMBERLAND,1,100,1,2.0,2.0
IN,TIPTON,1,0,0,5.0,5.0
CA,TRINITY,1,0,0,nan,nan
KS,GRAHAM,1,0,0,2.0,2.0
KS,CHAUTAUQUA,1,0,0,nan,nan
MT,MCCONE,1,100,0,nan,nan
MO,MADISON,1,0,0,nan,nan
KS,FINNEY,1,100,1,2.0,2.0
VA,ALEXANDRIA CITY,1,100,1,3.0,3.0
KS,RUSH,1,0,0,nan,nan
CA,KINGS,1,0,1,2.0,2.0
MN,ROSEAU,1,100,0,nan,nan
AL,BARBOUR,1,0,1,4.0,4.0
OH,GUERNSEY,1,100,1,3.0,3.0
FL,DE SOTO,1,100,1,3.0,3.0
GA,WARE,1,100,1,1.0,1.0
TX,SABINE,1,0,0,nan,nan
AR,PHILLIPS,1,0,1,2.0,2.0
OH,CLERMONT,1,0,1,4.0,4.0
MI,CRAWFORD,1,0,1,4.0,4.0
IA,HANCOCK,1,0,0,3.0,3.0
KS,GRANT,1,0,1,3.0,3.0
LA,BEAUREGARD,1,0,1,4.0,4.0
WA,PEND OREILLE,1,0,0,3.0,3.0
TN,UNICOI,1,100,1,3.0,3.0
ID,NEZ PERCE,1,100,1,4.0,4.0
GA,MILLER,1,0,0,nan,nan
WV,MASON,1,100,1,3.0,3.0
OK,WOODS,1,0,1,3.0,3.0
NY,YATES,1,0,0,3.0,3.0
OH,HARDIN,1,100,0,5.0,5.0
MO,CEDAR,1,0,0,3.0,3.0
MN,RENVILLE,1,0,0,4.0,4.0
TN,DICKSON,1,0,1,4.0,4.0
OK,CIMARRON,1,0,0,nan,nan
MI,JACKSON,1,0,1,4.0,4.0
ND,STARK,1,0,0,4.0,4.0
NE,GAGE,1,100,0,5.0,5.0
CO,MOFFAT,1,0,0,3.0,3.0
WI,JEFFERSON,1,100,1,5.0,5.0
VA,SMYTH,1,100,1,3.0,3.0
NV,LANDER,1,0,0,nan,nan
WV,HAMPSHIRE,1,100,0,nan,nan
TX,TYLER,1,0,1,4.0,4.0
GA,BULLOCH,1,0,1,2.0,2.0
TN,RHEA,1,0,0,2.0,2.0
GA,EARLY,1,100,0,nan,nan
NC,ROWAN,1,100,1,2.0,2.0
WV,ROANE,1,100,0,3.0,3.0
TX,JIM WELLS,1,100,1,4.0,4.0
NC,HARNETT,1,100,1,2.0,2.0
TN,PUTNAM,1,0,1,3.0,3.0
MO,LINN,1,100,0,nan,nan
IN,PERRY,1,0,0,4.0,4.0
SD,TURNER,1,100,0,nan,nan
WY,NIOBRARA,1,0,0,nan,nan
MO,HENRY,1,0,1,4.0,4.0
IA,JASPER,1,0,1,3.0,3.0
AL,BIBB,1,0,1,3.0,3.0
ND,NELSON,1,100,0,nan,nan
SD,FALL RIVER,1,0,0,nan,nan
MD,TALBOT,1,100,1,3.0,3.0
GA,GREENE,1,0,0,4.0,4.0
NE,THURSTON,1,0,0,nan,nan
TN,DYER,1,0,1,1.0,1.0
MO,LINCOLN,1,0,0,3.0,3.0
NC,BEAUFORT,1,100,1,4.0,4.0
VA,WISE,1,0,1,2.0,2.0
FL,GULF,1,100,1,4.0,4.0
GA,FRANKLIN,1,100,1,3.0,3.0
TX,WASHINGTON,1,100,1,4.0,4.0
OR,CROOK,1,100,0,4.0,4.0
WI,GREEN LAKE,1,100,0,4.0,4.0
IA,CHICKASAW,1,0,0,4.0,4.0
OH,SHELBY,1,100,1,4.0,4.0
TX,CROSBY,1,100,0,nan,nan
WY,CROOK,1,0,0,nan,nan
GA,BALDWIN,1,100,1,4.0,4.0
MO,TANEY,1,100,1,3.0,3.0
SC,CHESTER,1,0,1,3.0,3.0
IN,WAYNE,1,100,1,4.0,4.0
NC,DARE,1,100,0,3.0,3.0
VA,LYNCHBURG CITY,1,100,1,5.0,5.0
TX,LAVACA,1,0,0,nan,nan
NV,WHITE PINE,1,0,0,nan,nan
NC,BERTIE,1,100,0,4.0,4.0
NC,MITCHELL,1,100,0,5.0,5.0
AL,LEE,1,0,1,3.0,3.0
IN,WASHINGTON,1,100,0,3.0,3.0
MI,IRON,1,0,0,4.0,4.0
GA,GLYNN,1,0,1,2.0,2.0
IA,SAC,1,100,0,3.0,3.0
ND,ADAMS,1,100,0,4.0,4.0
OH,FULTON,1,100,0,4.0,4.0
VA,GILES,1,100,0,4.0,4.0
MI,LUCE,1,0,0,3.0,3.0
MT,FERGUS,1,100,0,3.0,3.0
GA,LUMPKIN,1,0,1,3.0,3.0
MN,KOOCHICHING,1,100,0,nan,nan
UT,SUMMIT,1,0,1,4.0,4.0
WI,DUNN,1,100,0,4.0,4.0
KY,ROCKCASTLE,1,100,1,4.0,4.0
AR,CLAY,1,0,0,3.0,3.0
MT,SWEET GRASS,1,0,0,nan,nan
ND,GRIGGS,1,100,0,nan,nan
IN,CASS,1,0,1,4.0,4.0
MS,JEFFERSON,1,0,1,nan,nan
MS,CLARKE,1,0,0,nan,nan
NC,WAYNE,1,100,1,2.0,2.0
OH,PORTAGE,1,100,1,3.0,3.0
OH,OTTAWA,1,100,0,4.0,4.0
NC,HOKE,1,100,1,4.0,4.0
GA,MORGAN,1,0,0,nan,nan
NC,WILSON,1,100,1,2.0,2.0
MN,HUBBARD,1,100,0,3.0,3.0
KS,KINGMAN,1,100,0,3.0,3.0
MD,GARRETT,1,100,1,4.0,4.0
GA,ROCKDALE,1,0,1,2.0,2.0
NV,HUMBOLDT,1,0,0,3.0,3.0
VA,HANOVER,1,0,1,4.0,4.0
WI,MARINETTE,1,100,1,4.0,4.0
MI,OGEMAW,1,0,1,3.0,3.0
KY,BOURBON,1,0,1,3.0,3.0
IA,FRANKLIN,1,0,0,nan,nan
GA,BROOKS,1,0,0,nan,nan
VA,DICKENSON,1,100,0,nan,nan
IA,LYON,1,100,0,nan,nan
NC,JOHNSTON,1,0,1,4.0,4.0
KY,ESTILL,1,100,0,4.0,4.0
SD,BENNETT,1,0,0,nan,nan
MD,WORCESTER,1,100,1,3.0,3.0
TX,BURLESON,1,0,0,nan,nan
LA,SAINT LANDRY,1,0,1,3.0,3.0
MI,MUSKEGON,1,100,1,4.0,4.0
LA,IBERIA,1,0,1,2.0,2.0
MN,DOUGLAS,1,0,1,5.0,5.0
NC,ROBESON,1,100,1,1.0,1.0
OK,PUSHMATAHA,1,0,1,2.0,2.0
KS,LOGAN,1,0,0,nan,nan
MS,OKTIBBEHA,1,0,1,3.0,3.0
MS,WEBSTER,1,0,1,2.0,2.0
WV,TYLER,1,0,0,nan,nan
WY,HOT SPRINGS,1,0,0,3.0,3.0
WY,LARAMIE,1,0,1,2.0,2.0
PR,AGUADILLA,1,0,1,nan,nan
CA,LASSEN,1,100,0,4.0,4.0
SD,LINCOLN,1,100,0,nan,nan
MD,CHARLES,1,100,1,3.0,3.0
UT,WASHINGTON,1,100,1,4.0,4.0
TX,SCURRY,1,0,0,nan,nan
OR,MALHEUR,1,0,1,4.0,4.0
IL,HAMILTON,1,0,0,2.0,2.0
KY,WAYNE,1,100,0,3.0,3.0
NE,BURT,1,100,0,nan,nan
KY,WOODFORD,1,0,0,nan,nan
KY,MASON,1,0,1,4.0,4.0
TN,MACON,1,100,0,4.0,4.0
TN,WILLIAMSON,1,0,1,4.0,4.0
IN,LAGRANGE,1,100,0,4.0,4.0
MT,DAWSON,1,0,0,nan,nan
MO,HARRISON,1,0,0,nan,nan
WV,GREENBRIER,1,0,1,4.0,4.0
IN,HENRY,1,0,1,5.0,5.0
AL,LAWRENCE,1,0,1,4.0,4.0
WA,GARFIELD,1,0,0,nan,nan
MN,SHERBURNE,1,0,1,4.0,4.0
ID,BENEWAH,1,0,0,3.0,3.0
SC,ALLENDALE,1,0,0,nan,nan
AR,STONE,1,100,0,4.0,4.0
TX,BAYLOR,1,0,1,4.0,4.0
GA,HABERSHAM,1,0,1,2.0,2.0
AL,WASHINGTON,1,0,0,nan,nan
KS,GOVE,1,0,0,nan,nan
VA,PULASKI,1,0,1,2.0,2.0
VT,CHITTENDEN,1,0,1,2.0,2.0
VA,HOPEWELL CITY,1,0,1,2.0,2.0
GA,LANIER,1,0,0,nan,nan
NC,WATAUGA,1,0,1,4.0,4.0
TX,YOAKUM,1,0,0,nan,nan
TX,KLEBERG,1,100,1,2.0,2.0
IN,FAYETTE,1,0,1,3.0,3.0
IA,HAMILTON,1,0,0,3.0,3.0
IL,JO DAVIESS,1,100,0,nan,nan
TN,CANNON,1,0,1,3.0,3.0
IN,ORANGE,1,100,0,3.0,3.0
MO,LACLEDE,1,0,1,3.0,3.0
IN,DE KALB,1,100,1,3.0,3.0
TX,DAWSON,1,0,1,nan,nan
MS,SHARKEY,1,0,1,nan,nan
KS,NEOSHO,1,0,0,3.0,3.0
FL,PUTNAM,1,0,1,2.0,2.0
NE,KNOX,1,100,0,nan,nan
IN,WELLS,1,0,1,4.0,4.0
VA,SPOTSYLVANIA,1,0,1,3.0,3.0
CA,AMADOR,1,100,1,2.0,2.0
KS,ATCHISON,1,100,0,3.0,3.0
CO,SUMMIT,1,0,1,4.0,4.0
MO,DUNKLIN,1,0,1,3.0,3.0
KS,FRANKLIN,1,0,1,4.0,4.0
WV,MCDOWELL,1,0,1,4.0,4.0
GA,BARTOW,1,100,1,2.0,2.0
MO,MACON,1,0,0,nan,nan
TX,CALDWELL,1,0,0,5.0,5.0
ND,DICKEY,1,100,0,4.0,4.0
TX,HOOD,1,0,1,3.0,3.0
KY,FRANKLIN,1,0,1,4.0,4.0
GA,TOWNS,1,0,0,4.0,4.0
TN,TIPTON,1,0,1,4.0,4.0
TX,TITUS,1,0,1,3.0,3.0
ID,BEAR LAKE,1,0,0,nan,nan
KY,CLINTON,1,100,1,2.0,2.0
TX,JACKSON,1,0,0,nan,nan
SC,DILLON,1,100,1,4.0,4.0
IL,WARREN,1,100,0,3.0,3.0
GA,JASPER,1,0,0,nan,nan
ND,BOTTINEAU,1,0,0,4.0,4.0
OH,MUSKINGUM,1,100,1,4.0,4.0
FL,HOLMES,1,0,0,nan,nan
WV,MARION,1,100,1,2.0,2.0
AR,SAINT FRANCIS,1,0,1,2.0,2.0
MI,DICKINSON,1,0,1,4.0,4.0
VA,PRINCE EDWARD,1,0,1,4.0,4.0
TX,MONTAGUE,1,0,1,3.0,3.0
GA,MURRAY,1,100,1,3.0,3.0
TX,MCCULLOCH,1,100,0,nan,nan
IL,GREENE,1,100,0,nan,nan
IN,JACKSON,1,0,1,5.0,5.0
FL,MARTIN,1,100,1,2.0,2.0
AR,OUACHITA,1,100,1,3.0,3.0
MS,BOLIVAR,1,0,1,3.0,3.0
OH,LOGAN,1,100,1,3.0,3.0
NE,FURNAS,1,100,0,nan,nan
LA,SAINT CHARLES,1,0,1,4.0,4.0
MO,STODDARD,1,0,1,2.0,2.0
IN,HANCOCK,1,0,1,3.0,3.0
WV,GRANT,1,0,0,4.0,4.0
IN,BOONE,1,0,1,4.0,4.0
TX,HENDERSON,1,100,1,3.0,3.0
GA,HALL,1,0,1,3.0,3.0
CO,LINCOLN,1,0,0,nan,nan
WA,KITSAP,1,100,1,2.0,2.0
NE,COLFAX,1,100,0,nan,nan
OR,GRANT,1,0,0,nan,nan
MN,JACKSON,1,100,0,nan,nan
MS,HOLMES,1,0,0,2.0,2.0
PR,ARROYO,1,100,1,nan,nan
TX,GUADALUPE,1,0,1,3.0,3.0
TN,WAYNE,1,0,1,3.0,3.0
NC,ASHE,1,100,0,4.0,4.0
TX,MADISON,1,0,0,nan,nan
OK,GRADY,1,0,1,4.0,4.0
CA,MARIPOSA,1,0,0,nan,nan
GA,LIBERTY,1,0,0,3.0,3.0
NE,PLATTE,1,0,1,4.0,4.0
MS,TALLAHATCHIE,1,0,0,nan,nan
IA,CASS,1,0,0,4.0,4.0
MT,DEER LODGE,1,100,0,3.0,3.0
MS,NOXUBEE,1,0,0,nan,nan
GA,WALTON,1,0,1,2.0,2.0
KY,TAYLOR,1,0,1,2.0,2.0
TX,PARKER,1,0,1,4.0,4.0
FL,MADISON,1,0,0,nan,nan
OH,HANCOCK,1,0,1,4.0,4.0
TX,NAVARRO,1,0,1,2.0,2.0
TN,JOHNSON,1,0,0,nan,nan
OK,CRAIG,1,100,1,nan,nan
MD,CARROLL,1,100,1,3.0,3.0
LA,SAINT HELENA,1,0,0,nan,nan
OK,COAL,1,100,0,3.0,3.0
IL,ADAMS,1,100,1,3.0,3.0
KS,SHERMAN,1,0,0,nan,nan
MS,MONTGOMERY,1,100,0,nan,nan
MI,MIDLAND,1,0,1,3.0,3.0
TN,WEAKLEY,1,0,1,3.0,3.0
WV,BARBOUR,1,100,0,nan,nan
TX,COCHRAN,1,0,0,nan,nan
ME,LINCOLN,1,100,0,3.0,3.0
IN,GREENE,1,0,0,3.0,3.0
VT,FRANKLIN,1,0,1,3.0,3.0
ID,MADISON,1,0,1,5.0,5.0
VA,CHARLOTTESVILLE CITY,1,0,1,2.0,2.0
WA,COWLITZ,1,0,1,3.0,3.0
TX,CULBERSON,1,0,0,nan,nan
IL,SHELBY,1,100,1,4.0,4.0
NM,LINCOLN,1,100,0,5.0,5.0
GA,CATOOSA,1,0,1,nan,nan
VA,FRANKLIN CITY,1,0,1,2.0,2.0
VT,BENNINGTON,1,100,1,5.0,5.0
IL,HANCOCK,1,100,0,3.0,3.0
SC,WILLIAMSBURG,1,100,0,nan,nan
KS,DOUGLAS,1,0,1,3.0,3.0
AR,LITTLE RIVER,1,0,0,nan,nan
IN,PORTER,1,0,1,4.0,4.0
AR,POPE,1,0,1,2.0,2.0
AL,JACKSON,1,0,1,3.0,3.0
CA,MADERA,1,0,1,2.0,2.0
OH,JACKSON,1,100,0,3.0,3.0
KS,MORTON,1,0,1,3.0,3.0
NE,FILLMORE,1,0,0,4.0,4.0
NC,PASQUOTANK,1,0,1,2.0,2.0
KS,MONTGOMERY,1,0,1,3.0,3.0
WI,TAYLOR,1,100,0,4.0,4.0
IL,GRUNDY,1,100,1,3.0,3.0
OH,WYANDOT,1,0,0,4.0,4.0
OK,OTTAWA,1,100,1,3.0,3.0
GA,CRISP,1,0,1,2.0,2.0
MI,MONROE,1,0,1,2.0,2.0
MI,IOSCO,1,0,1,4.0,4.0
FL,SAINT JOHNS,1,100,1,2.0,2.0
GA,EVANS,1,0,1,4.0,4.0
OH,MORROW,1,0,0,4.0,4.0
NE,HARLAN,1,0,0,nan,nan
TX,WHARTON,1,100,1,3.0,3.0
NY,COLUMBIA,1,100,1,2.0,2.0
OK,CHOCTAW,1,0,1,2.0,2.0
ID,POWER,1,0,0,nan,nan
SC,ANDERSON,1,100,1,3.0,3.0
MO,VERNON,1,0,1,4.0,4.0
NM,ROOSEVELT,1,0,1,3.0,3.0
TN,FRANKLIN,1,0,1,3.0,3.0
KS,HAMILTON,1,0,0,nan,nan
OK,DEWEY,1,0,0,nan,nan
VA,DANVILLE CITY,1,0,1,1.0,1.0
MN,MORRISON,1,100,0,4.0,4.0
IN,DAVIESS,1,0,1,4.0,4.0
SD,BROOKINGS,1,0,1,4.0,4.0
TX,FAYETTE,1,100,1,4.0,4.0
NM,QUAY,1,100,0,nan,nan
MI,KALKASKA,1,0,0,nan,nan
TX,NOLAN,1,0,1,4.0,4.0
IL,PIATT,1,100,0,nan,nan
TN,WILSON,1,100,1,2.0,2.0
IL,LEE,1,100,1,4.0,4.0
KS,FORD,1,0,1,4.0,4.0
MT,LIBERTY,1,100,0,nan,nan
SD,TRIPP,1,100,0,nan,nan
VA,HAMPTON CITY,1,100,1,3.0,3.0
NC,LENOIR,1,100,1,1.0,1.0
AR,CLARK,1,100,0,3.0,3.0
AL,WILCOX,1,0,1,nan,nan
IA,CRAWFORD,1,0,0,2.0,2.0
WV,PRESTON,1,100,0,4.0,4.0
TX,PALO PINTO,1,0,1,2.0,2.0
AR,SEVIER,1,0,0,nan,nan
SD,BRULE,1,100,0,nan,nan
IN,DUBOIS,1,0,1,5.0,5.0
KS,STANTON,1,0,0,nan,nan
MO,LAWRENCE,1,0,0,4.0,4.0
LA,SAINT BERNARD,1,0,1,2.0,2.0
ID,BLAINE,1,100,0,nan,nan
IA,JACKSON,1,0,0,nan,nan
NC,CARTERET,1,0,1,3.0,3.0
VA,MANASSAS CITY,1,100,1,2.0,2.0
MN,ISANTI,1,100,1,4.0,4.0
MI,ALGER,1,100,0,nan,nan
NY,WARREN,1,100,1,3.0,3.0
CO,FREMONT,1,100,1,3.0,3.0
KS,SCOTT,1,100,0,nan,nan
MN,LAKE,1,100,0,4.0,4.0
WA,JEFFERSON,1,0,0,4.0,4.0
SD,YANKTON,1,100,1,4.0,4.0
NC,EDGECOMBE,1,0,1,3.0,3.0
TN,CLAIBORNE,1,0,1,2.0,2.0
PA,CLARION,1,0,1,2.0,2.0
NE,SAUNDERS,1,0,0,nan,nan
GA,JACKSON,1,0,1,3.0,3.0
TX,THROCKMORTON,1,0,0,nan,nan
TX,FRIO,1,0,1,nan,nan
MN,AITKIN,1,100,0,4.0,4.0
IL,LAWRENCE,1,100,0,3.0,3.0
KY,SCOTT,1,0,1,4.0,4.0
OK,ADAIR,1,100,1,4.0,4.0
SD,MEADE,1,0,0,4.0,4.0
SC,ORANGEBURG,1,0,1,2.0,2.0
IL,BOND,1,100,1,3.0,3.0
OR,WASCO,1,0,1,3.0,3.0
MN,CLEARWATER,1,100,0,nan,nan
MI,CLARE,1,0,1,4.0,4.0
MO,BUCHANAN,1,100,1,5.0,5.0
CA,YUBA,1,100,1,1.0,1.0
CO,MONTEZUMA,1,100,0,3.0,3.0
SD,POTTER,1,0,0,nan,nan
OH,VAN WERT,1,100,1,3.0,3.0
IA,DAVIS,1,0,0,nan,nan
IA,KEOKUK,1,0,0,nan,nan
LA,WINN,1,0,1,3.0,3.0
NE,LINCOLN,1,100,1,3.0,3.0
IL,CRAWFORD,1,0,0,5.0,5.0
AL,CHEROKEE,1,100,1,4.0,4.0
KS,JEFFERSON,1,100,0,nan,nan
OR,TILLAMOOK,1,0,0,3.0,3.0
AL,CLAY,1,0,1,4.0,4.0
WV,TAYLOR,1,0,0,nan,nan
GA,MCDUFFIE,1,0,1,4.0,4.0
TN,BENTON,1,0,0,3.0,3.0
IA,MUSCATINE,1,100,1,4.0,4.0
AL,FAYETTE,1,0,1,4.0,4.0
ID,LEMHI,1,0,0,4.0,4.0
MS,JACKSON,1,0,1,1.0,1.0
GA,UNION,1,0,1,5.0,5.0
IN,DEARBORN,1,0,1,3.0,3.0
NE,THAYER,1,0,0,3.0,3.0
IA,GREENE,1,0,0,nan,nan
PA,ADAMS,1,0,1,4.0,4.0
KY,RUSSELL,1,0,0,3.0,3.0
CA,SAN BENITO,1,0,1,2.0,2.0
NC,ONSLOW,1,0,1,2.0,2.0
IA,SHELBY,1,0,0,4.0,4.0
VA,RUSSELL,1,100,1,3.0,3.0
NY,OSWEGO,1,100,1,3.0,3.0
NC,COLUMBUS,1,0,1,3.0,3.0
TN,DECATUR,1,0,1,2.0,2.0
AL,HALE,1,0,1,3.0,3.0
MS,WARREN,1,0,1,1.0,1.0
AK,BETHEL,1,0,1,3.0,3.0
AR,COLUMBIA,1,0,1,3.0,3.0
TN,CHEATHAM,1,0,0,nan,nan
TN,TROUSDALE,1,0,0,nan,nan
CO,CONEJOS,1,100,0,nan,nan
AK,KETCHIKAN GATEWAY,1,0,0,3.0,3.0
NE,ROCK,1,0,0,nan,nan
IA,WEBSTER,1,100,1,4.0,4.0
PA,LEBANON,1,0,1,3.0,3.0
NE,NUCKOLLS,1,100,0,4.0,4.0
AL,SAINT CLAIR,1,100,1,4.0,4.0
KY,HARRISON,1,0,1,3.0,3.0
TX,PARMER,1,100,0,nan,nan
WV,HARRISON,1,100,1,4.0,4.0
MS,UNION,1,0,1,4.0,4.0
MD,CECIL,1,100,1,3.0,3.0
GA,WHITFIELD,1,100,1,4.0,4.0
NE,ANTELOPE,1,100,0,3.0,3.0
FL,SUWANNEE,1,0,0,3.0,3.0
TX,HOUSTON,1,0,1,3.0,3.0
IN,VERMILLION,1,100,0,3.0,3.0
VA,SUFFOLK CITY,1,0,1,4.0,4.0
IN,STEUBEN,1,100,0,3.0,3.0
SC,LANCASTER,1,0,1,1.0,1.0
IA,BUCHANAN,1,0,0,4.0,4.0
TN,WARREN,1,0,1,4.0,4.0
AK,NOME,1,0,0,nan,nan
AL,GENEVA,1,100,1,3.0,3.0
AL,RANDOLPH,1,0,1,4.0,4.0
OK,OKFUSKEE,1,0,0,3.0,3.0
KY,HARDIN,1,0,1,3.0,3.0
IA,CLARKE,1,0,0,nan,nan
OK,DELAWARE,1,100,1,4.0,4.0
ID,TETON,1,100,0,nan,nan
KS,ROOKS,1,0,0,nan,nan
TN,JEFFERSON,1,0,1,3.0,3.0
MO,IRON,1,0,0,nan,nan
